Drug A,Drug B,Strain,Specie,Bliss Score,Source,Drug Pair,Drug A Inchikey,Drug B Inchikey,Interaction Type
cefaclor,mitomycin c,salmonella typhimurium 14028,salmonella typhimurium,0.1111,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')",QYIYFLOTGYLRGG-GPCCPHFNSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
cefaclor,mitomycin c,salmonella typhimurium lt2,salmonella typhimurium,0.2288,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')",QYIYFLOTGYLRGG-GPCCPHFNSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
nonactin,mitomycin c,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.1698,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'RMIXHJPMNBXMBU-QIIXEHPYSA-N')",RMIXHJPMNBXMBU-QIIXEHPYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
nonactin,mitomycin c,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.0218,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'RMIXHJPMNBXMBU-QIIXEHPYSA-N')",RMIXHJPMNBXMBU-QIIXEHPYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
puromycin,mitomycin c,escherichia coli bw25113,escherichia coli,0.076,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')",RXWNCPJZOCPEPQ-NVWDDTSBSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
puromycin,mitomycin c,escherichia coli iai1,escherichia coli,0.1225,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')",RXWNCPJZOCPEPQ-NVWDDTSBSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
puromycin,mitomycin c,salmonella typhimurium 14028,salmonella typhimurium,0.0936,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')",RXWNCPJZOCPEPQ-NVWDDTSBSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
puromycin,mitomycin c,salmonella typhimurium lt2,salmonella typhimurium,0.183,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')",RXWNCPJZOCPEPQ-NVWDDTSBSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
caffeine,mitomycin c,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.1453,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')",RYYVLZVUVIJVGH-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
caffeine,mitomycin c,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.142,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')",RYYVLZVUVIJVGH-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
caffeine,mitomycin c,salmonella typhimurium 14028,salmonella typhimurium,-0.1695,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')",RYYVLZVUVIJVGH-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
caffeine,mitomycin c,salmonella typhimurium lt2,salmonella typhimurium,-0.1509,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')",RYYVLZVUVIJVGH-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
cefsulodin,mitomycin c,escherichia coli bw25113,escherichia coli,0.0655,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')",SYLKGLMBLAAGSC-QLVMHMETSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
cefsulodin,mitomycin c,escherichia coli iai1,escherichia coli,-0.1185,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')",SYLKGLMBLAAGSC-QLVMHMETSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
cefsulodin,mitomycin c,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.1253,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')",SYLKGLMBLAAGSC-QLVMHMETSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
cefsulodin,mitomycin c,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.1273,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')",SYLKGLMBLAAGSC-QLVMHMETSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
linezolid,mitomycin c,staphylococcus aureus dsm 20231,staphylococcus aureus,-0.068,Cacace,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')",TYZROVQLWOKYKF-ZDUSSCGKSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
mitomycin c,streptomycin,bacillus subtilis,bacillus subtilis,-0.2105,Cacace,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')",NWIBSHFKIJFRCO-WUDYKRTCSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,synergy
cccp,mitomycin c,escherichia coli bw25113,escherichia coli,-0.0614,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')",UGTJLJZQQFGTJD-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
cccp,mitomycin c,escherichia coli iai1,escherichia coli,0.1094,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')",UGTJLJZQQFGTJD-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
cccp,mitomycin c,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.1369,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')",UGTJLJZQQFGTJD-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
cccp,mitomycin c,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.0851,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')",UGTJLJZQQFGTJD-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
cccp,mitomycin c,salmonella typhimurium 14028,salmonella typhimurium,-0.1395,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')",UGTJLJZQQFGTJD-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
cccp,mitomycin c,salmonella typhimurium lt2,salmonella typhimurium,-0.1966,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')",UGTJLJZQQFGTJD-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
cccp,mitomycin c,staphylococcus aureus dsm 20231,staphylococcus aureus,-0.0844,Cacace,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')",UGTJLJZQQFGTJD-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
erythromycin,mitomycin c,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.1668,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')",ULGZDMOVFRHVEP-RWJQBGPGSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
erythromycin,mitomycin c,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.129,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')",ULGZDMOVFRHVEP-RWJQBGPGSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
erythromycin,mitomycin c,streptococcus pneumoniae,streptococcus pneumoniae,-0.0897,Cacace,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')",ULGZDMOVFRHVEP-RWJQBGPGSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
mitomycin c,spectinomycin,staphylococcus aureus newman,staphylococcus aureus,-0.0974,Cacace,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')",NWIBSHFKIJFRCO-WUDYKRTCSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,neutral
oxacillin,mitomycin c,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.1131,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')",UWYHMGVUTGAWSP-JKIFEVAISA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
oxacillin,mitomycin c,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.0462,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')",UWYHMGVUTGAWSP-JKIFEVAISA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
metronidazole,mitomycin c,escherichia coli bw25113,escherichia coli,-0.0905,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')",VAOCPAMSLUNLGC-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
metronidazole,mitomycin c,escherichia coli iai1,escherichia coli,-0.1126,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')",VAOCPAMSLUNLGC-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
metronidazole,mitomycin c,salmonella typhimurium 14028,salmonella typhimurium,0.0376,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')",VAOCPAMSLUNLGC-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
metronidazole,mitomycin c,salmonella typhimurium lt2,salmonella typhimurium,-0.1151,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')",VAOCPAMSLUNLGC-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
mitomycin c,curcumin,escherichia coli bw25113,escherichia coli,0.0879,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')",NWIBSHFKIJFRCO-WUDYKRTCSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,neutral
mitomycin c,curcumin,escherichia coli iai1,escherichia coli,0.1668,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')",NWIBSHFKIJFRCO-WUDYKRTCSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,antagonism
estradiol,mitomycin c,staphylococcus aureus dsm 20231,staphylococcus aureus,0.2168,Cacace,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'VOXZDWNPVJITMN-ZBRFXRBCSA-N')",VOXZDWNPVJITMN-ZBRFXRBCSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
benzalkonium,mitomycin c,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.0789,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",VVZBFOKBSDGVGZ-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
benzalkonium,mitomycin c,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.1395,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",VVZBFOKBSDGVGZ-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
benzalkonium,mitomycin c,salmonella typhimurium 14028,salmonella typhimurium,-0.0649,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",VVZBFOKBSDGVGZ-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
benzalkonium,mitomycin c,salmonella typhimurium lt2,salmonella typhimurium,-0.1242,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",VVZBFOKBSDGVGZ-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
benzalkonium,mitomycin c,staphylococcus aureus newman,staphylococcus aureus,0.1271,Cacace,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",VVZBFOKBSDGVGZ-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
clofazimine,mitomycin c,escherichia coli bw25113,escherichia coli,0.0495,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WDQPAMHFFCXSNU-UHFFFAOYSA-N')",WDQPAMHFFCXSNU-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
clofazimine,mitomycin c,escherichia coli iai1,escherichia coli,-0.1252,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WDQPAMHFFCXSNU-UHFFFAOYSA-N')",WDQPAMHFFCXSNU-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
clofazimine,mitomycin c,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.2071,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WDQPAMHFFCXSNU-UHFFFAOYSA-N')",WDQPAMHFFCXSNU-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
clofazimine,mitomycin c,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.0682,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WDQPAMHFFCXSNU-UHFFFAOYSA-N')",WDQPAMHFFCXSNU-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
chloramphenicol,mitomycin c,escherichia coli bw25113,escherichia coli,0.0758,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')",WIIZWVCIJKGZOK-RKDXNWHRSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
chloramphenicol,mitomycin c,escherichia coli iai1,escherichia coli,0.2015,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')",WIIZWVCIJKGZOK-RKDXNWHRSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
chloramphenicol,mitomycin c,salmonella typhimurium 14028,salmonella typhimurium,0.0699,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')",WIIZWVCIJKGZOK-RKDXNWHRSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
chloramphenicol,mitomycin c,salmonella typhimurium lt2,salmonella typhimurium,0.1603,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')",WIIZWVCIJKGZOK-RKDXNWHRSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
chloramphenicol,mitomycin c,streptococcus pneumoniae,streptococcus pneumoniae,-0.0831,Cacace,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')",WIIZWVCIJKGZOK-RKDXNWHRSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
egcg,mitomycin c,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.0674,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')",WMBWREPUVVBILR-WIYYLYMNSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
egcg,mitomycin c,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.1972,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')",WMBWREPUVVBILR-WIYYLYMNSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
sulfamonomethoxine,mitomycin c,escherichia coli bw25113,escherichia coli,-0.1091,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WMPXPUYPYQKQCX-UHFFFAOYSA-N')",WMPXPUYPYQKQCX-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
sulfamonomethoxine,mitomycin c,escherichia coli iai1,escherichia coli,-0.1072,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WMPXPUYPYQKQCX-UHFFFAOYSA-N')",WMPXPUYPYQKQCX-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
sulfamonomethoxine,mitomycin c,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.139,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WMPXPUYPYQKQCX-UHFFFAOYSA-N')",WMPXPUYPYQKQCX-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
sulfamonomethoxine,mitomycin c,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.0753,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WMPXPUYPYQKQCX-UHFFFAOYSA-N')",WMPXPUYPYQKQCX-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
minocycline,mitomycin c,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.175,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')",WTJXVDPDEQKTCV-VQAITOIOSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
minocycline,mitomycin c,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.0514,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')",WTJXVDPDEQKTCV-VQAITOIOSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
aztreonam,mitomycin c,escherichia coli bw25113,escherichia coli,0.1661,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')",WZPBZJONDBGPKJ-VEHQQRBSSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
aztreonam,mitomycin c,escherichia coli iai1,escherichia coli,0.1539,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')",WZPBZJONDBGPKJ-VEHQQRBSSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
aztreonam,mitomycin c,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.1837,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')",WZPBZJONDBGPKJ-VEHQQRBSSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
aztreonam,mitomycin c,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.0706,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')",WZPBZJONDBGPKJ-VEHQQRBSSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
aztreonam,mitomycin c,salmonella typhimurium 14028,salmonella typhimurium,0.1691,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')",WZPBZJONDBGPKJ-VEHQQRBSSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
aztreonam,mitomycin c,salmonella typhimurium lt2,salmonella typhimurium,0.1774,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')",WZPBZJONDBGPKJ-VEHQQRBSSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
mitomycin c,tedizolid,staphylococcus aureus newman,staphylococcus aureus,-0.0886,Cacace,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'XFALPSLJIHVRKE-GFCCVEGCSA-N')",NWIBSHFKIJFRCO-WUDYKRTCSA-N,XFALPSLJIHVRKE-GFCCVEGCSA-N,neutral
mitomycin c,berberine,escherichia coli bw25113,escherichia coli,0.0562,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')",NWIBSHFKIJFRCO-WUDYKRTCSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,neutral
mitomycin c,berberine,escherichia coli iai1,escherichia coli,0.2239,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')",NWIBSHFKIJFRCO-WUDYKRTCSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,antagonism
mitomycin c,berberine,salmonella typhimurium 14028,salmonella typhimurium,-0.1254,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')",NWIBSHFKIJFRCO-WUDYKRTCSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,synergy
mitomycin c,berberine,salmonella typhimurium lt2,salmonella typhimurium,-0.3099,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')",NWIBSHFKIJFRCO-WUDYKRTCSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,synergy
mitomycin c,tolfenamic,staphylococcus aureus dsm 20231,staphylococcus aureus,-0.2943,Cacace,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YEZNLOUZAIOMLT-UHFFFAOYSA-N')",NWIBSHFKIJFRCO-WUDYKRTCSA-N,YEZNLOUZAIOMLT-UHFFFAOYSA-N,synergy
mitomycin c,novobiocin,bacillus subtilis,bacillus subtilis,-0.1168,Cacace,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",NWIBSHFKIJFRCO-WUDYKRTCSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,synergy
novobiocin,mitomycin c,escherichia coli bw25113,escherichia coli,-0.2212,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",YJQPYGGHQPGBLI-KGSXXDOSSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
novobiocin,mitomycin c,escherichia coli iai1,escherichia coli,-0.0883,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",YJQPYGGHQPGBLI-KGSXXDOSSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
novobiocin,mitomycin c,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.1557,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",YJQPYGGHQPGBLI-KGSXXDOSSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
novobiocin,mitomycin c,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.1357,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",YJQPYGGHQPGBLI-KGSXXDOSSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
novobiocin,mitomycin c,salmonella typhimurium 14028,salmonella typhimurium,-0.0627,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",YJQPYGGHQPGBLI-KGSXXDOSSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
novobiocin,mitomycin c,salmonella typhimurium lt2,salmonella typhimurium,-0.1298,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",YJQPYGGHQPGBLI-KGSXXDOSSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
mitomycin c,novobiocin,staphylococcus aureus newman,staphylococcus aureus,-0.1374,Cacace,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",NWIBSHFKIJFRCO-WUDYKRTCSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,synergy
mitomycin c,colistin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.1722,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')",NWIBSHFKIJFRCO-WUDYKRTCSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,antagonism
mitomycin c,colistin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.0139,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')",NWIBSHFKIJFRCO-WUDYKRTCSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,neutral
fosfomycin,mitomycin c,escherichia coli bw25113,escherichia coli,0.2663,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')",YMDXZJFXQJVXBF-STHAYSLISA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
